equatorial_guinea	locatedIn	middle_africa
equatorial_guinea	locatedIn	africa
niger	locatedIn	western_africa
niger	locatedIn	africa
anguilla	locatedIn	caribbean
anguilla	locatedIn	americas
rwanda	locatedIn	eastern_africa
rwanda	locatedIn	africa
united_arab_emirates	locatedIn	western_asia
united_arab_emirates	locatedIn	asia
estonia	locatedIn	northern_europe
estonia	locatedIn	europe
greece	locatedIn	southern_europe
greece	locatedIn	europe
senegal	locatedIn	western_africa
senegal	locatedIn	africa
guadeloupe	locatedIn	caribbean
guadeloupe	locatedIn	americas
monaco	locatedIn	western_europe
djibouti	locatedIn	eastern_africa
indonesia	locatedIn	south-eastern_asia
british_virgin_islands	locatedIn	caribbean
british_virgin_islands	locatedIn	americas
cook_islands	locatedIn	polynesia
cook_islands	locatedIn	oceania
uganda	locatedIn	eastern_africa
uganda	locatedIn	africa
macedonia	locatedIn	southern_europe
macedonia	locatedIn	europe
tunisia	locatedIn	northern_africa
tunisia	locatedIn	africa
ecuador	locatedIn	south_america
brazil	locatedIn	south_america
brazil	locatedIn	americas
paraguay	locatedIn	south_america
paraguay	locatedIn	americas
finland	locatedIn	northern_europe
finland	locatedIn	europe
jordan	locatedIn	western_asia
timor-leste	locatedIn	south-eastern_asia
montenegro	locatedIn	southern_europe
montenegro	locatedIn	europe
peru	locatedIn	south_america
peru	locatedIn	americas
montserrat	locatedIn	caribbean
montserrat	locatedIn	americas
ukraine	locatedIn	eastern_europe
ukraine	locatedIn	europe
dominica	locatedIn	caribbean
dominica	locatedIn	americas
turkmenistan	locatedIn	central_asia
guernsey	locatedIn	northern_europe
guernsey	locatedIn	europe
gibraltar	locatedIn	southern_europe
gibraltar	locatedIn	europe
switzerland	locatedIn	western_europe
switzerland	locatedIn	europe
austria	locatedIn	western_europe
austria	locatedIn	europe
hungary	locatedIn	eastern_europe
malawi	locatedIn	eastern_africa
malawi	locatedIn	africa
hong_kong	locatedIn	eastern_asia
liechtenstein	locatedIn	western_europe
liechtenstein	locatedIn	europe
barbados	locatedIn	caribbean
barbados	locatedIn	americas
georgia	locatedIn	western_asia
georgia	locatedIn	asia
albania	locatedIn	southern_europe
albania	locatedIn	europe
kuwait	locatedIn	western_asia
kuwait	locatedIn	asia
south_africa	locatedIn	southern_africa
south_africa	locatedIn	africa
haiti	locatedIn	caribbean
haiti	locatedIn	americas
afghanistan	locatedIn	southern_asia
afghanistan	locatedIn	asia
singapore	locatedIn	south-eastern_asia
singapore	locatedIn	asia
benin	locatedIn	western_africa
benin	locatedIn	africa
åland_islands	locatedIn	northern_europe
åland_islands	locatedIn	europe
croatia	locatedIn	southern_europe
croatia	locatedIn	europe
sweden	locatedIn	northern_europe
sweden	locatedIn	europe
mexico	locatedIn	northern_america
greenland	locatedIn	northern_america
greenland	locatedIn	americas
norfolk_island	locatedIn	australia_and_new_zealand
norfolk_island	locatedIn	oceania
nepal	locatedIn	southern_asia
nepal	locatedIn	asia
guatemala	locatedIn	central_america
south_korea	locatedIn	eastern_asia
south_korea	locatedIn	asia
moldova	locatedIn	eastern_europe
moldova	locatedIn	europe
mauritius	locatedIn	eastern_africa
mauritius	locatedIn	africa
belarus	locatedIn	eastern_europe
bangladesh	locatedIn	southern_asia
malaysia	locatedIn	south-eastern_asia
malaysia	locatedIn	asia
bosnia_and_herzegovina	locatedIn	southern_europe
bosnia_and_herzegovina	locatedIn	europe
luxembourg	locatedIn	western_europe
luxembourg	locatedIn	europe
italy	locatedIn	southern_europe
italy	locatedIn	europe
azerbaijan	locatedIn	western_asia
azerbaijan	locatedIn	asia
honduras	locatedIn	central_america
honduras	locatedIn	americas
mali	locatedIn	western_africa
mali	locatedIn	africa
taiwan	locatedIn	eastern_asia
taiwan	locatedIn	asia
algeria	locatedIn	northern_africa
algeria	locatedIn	africa
french_guiana	locatedIn	south_america
yemen	locatedIn	western_asia
yemen	locatedIn	asia
puerto_rico	locatedIn	caribbean
puerto_rico	locatedIn	americas
saint_vincent_and_the_grenadines	locatedIn	caribbean
saint_vincent_and_the_grenadines	locatedIn	americas
venezuela	locatedIn	south_america
grenada	locatedIn	caribbean
grenada	locatedIn	americas
united_states	locatedIn	northern_america
tokelau	locatedIn	polynesia
tokelau	locatedIn	oceania
slovenia	locatedIn	southern_europe
slovenia	locatedIn	europe
philippines	locatedIn	south-eastern_asia
philippines	locatedIn	asia
micronesia	locatedIn	micronesia
micronesia	locatedIn	oceania
china	locatedIn	eastern_asia
china	locatedIn	asia
gabon	locatedIn	middle_africa
gabon	locatedIn	africa
united_states_minor_outlying_islands	locatedIn	northern_america
united_states_minor_outlying_islands	locatedIn	americas
andorra	locatedIn	southern_europe
andorra	locatedIn	europe
samoa	locatedIn	polynesia
samoa	locatedIn	oceania
gambia	locatedIn	western_africa
gambia	locatedIn	africa
palestine	locatedIn	western_asia
palestine	locatedIn	asia
réunion	locatedIn	eastern_africa
réunion	locatedIn	africa
france	locatedIn	western_europe
france	locatedIn	europe
mongolia	locatedIn	eastern_asia
mongolia	locatedIn	asia
lithuania	locatedIn	northern_europe
lithuania	locatedIn	europe
cayman_islands	locatedIn	caribbean
cayman_islands	locatedIn	americas
saint_lucia	locatedIn	caribbean
saint_lucia	locatedIn	americas
curaçao	locatedIn	caribbean
curaçao	locatedIn	americas
caribbean	locatedIn	americas
southern_asia	locatedIn	asia
middle_africa	locatedIn	africa
northern_europe	locatedIn	europe
southern_europe	locatedIn	europe
western_asia	locatedIn	asia
south_america	locatedIn	americas
polynesia	locatedIn	oceania
australia_and_new_zealand	locatedIn	oceania
western_europe	locatedIn	europe
eastern_africa	locatedIn	africa
western_africa	locatedIn	africa
eastern_europe	locatedIn	europe
central_america	locatedIn	americas
northern_america	locatedIn	americas
south-eastern_asia	locatedIn	asia
southern_africa	locatedIn	africa
eastern_asia	locatedIn	asia
northern_africa	locatedIn	africa
melanesia	locatedIn	oceania
micronesia	locatedIn	oceania
central_asia	locatedIn	asia
central_europe	locatedIn	europe
