turkey	locatedIn	asia
vatican_city	locatedIn	europe
martinique	locatedIn	americas
taiwan	locatedIn	asia
saint_pierre_and_miquelon	locatedIn	americas
aruba	locatedIn	americas
russia	locatedIn	europe
nauru	locatedIn	oceania
south_sudan	locatedIn	africa
serbia	locatedIn	europe
ireland	locatedIn	europe
